0,565000,2007,"A "
0,428000,2014,"A "
0,362000,2011,"A "
0,135000,1996,"A "
0,458000,2015,"A "
0,309000,2004,"A "
0,325000,2006,"A "
0,208000,1999,"A "
0,245000,1999,"A "
0,250000,2003,"A "
0,335000,2003,"A "
0,540000,2013,"A "
0,330000,2009,"A "
0,325000,2012,"A "
0,450000,2012,"A "
0,450000,2012,"B "
0,450000,2008,"B "
